'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'3e50edb4acfa3ba';'20S';'VC';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Mehr Lehrbuch-Lehrmaterial zur Prüfungsvorbereitung bereitstellen'
'9df2859e80ca8cc';'20S';'VC';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'ruhige und gelassene Art des Vortragenden
verständliche Erklärweise'
'9df2859e80ca8cc';'20S';'VC';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Herr Prof. erklärt alles super und sehr verständlich!

Durch die Fälle wird das theoretisches Verständnis mehr verstärkt!'
'9df2859e80ca8cc';'20S';'VC';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'An der LV gefällt mir besonders gut:';'n/a';'-2';'-1';'Der Vortragende hat die LV (online) wirklich sehr gut abgehalten. Die Beispiele sehr gut erläutert. Leider kamen nun aber zur Prüfung Fragen, die gar nicht durch besprochen wurden bzw. Themen die nur am Rande Erwähnung fanden. 
Das ist immer sehr schade, ganz besonders, wenn man sich vermeintlich gut vorbereitet hat.'
'9df2859e80ca8cc';'20S';'VC';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'n/a';'-2';'-1';'Seite/Folie 7: Hier werden bewusst Falschinformationen verbreitet. Die Tabelle ist irreführend, da sie keine statistisch korrekte Vergleiche bietet. Die Daten stellen unbereinigte Lohnunterschiede dar und jeder Mensch der falsche Statistik versteht, weiß, dass man nicht Äpfel mit Birnen vergleichen kann. Denn genau das macht der unbereinigte Lohnunterschied, da strukturelle und arbeitsmarktrelevante Merkmale vernachlässigt werden. Im Livestream wurde auf diese Tatsache nicht aufmerksam gemacht und führt dazu, dass jetzt weitere 47 Personen eine falsche Tatsache in die Welt tragen werden und aktiv zur Spaltung der Geschlechter beitragen, weil sie meinen Frauen werden gegenüber Männer diskriminiert bei der Entlohnung.

Wie die vortragende Person hoffentlich weiß, kann man Stundenlohnunterschiede lediglich mit dem bereinigten Ansatz realistisch darstellen, weil strukturelle Unterschiede herausgerechnet werden, wodurch erklärte und unerklärte Anteile entstehen.

